,Customer ID,Age,Gender,Product,Category,Location,Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases,Date,Quantity,Purchase Amount (USD),Sales,Holiday,Year,Month,Day,Age Group,Previous Purchases Group
1050,1051,48,Male,Sneakers,Footwear,Florida,Winter,3.8,True,True,True,19,Monthly,2024-01-01,3,64,128.0,No Holiday,2024,1,1,Adult,11-20
1051,1052,45,Male,Socks,Clothing,Ohio,Fall,2.6,True,True,True,39,Annually,2024-01-01,3,53,128.0,No Holiday,2024,1,1,Adult,31-40
1052,1053,60,Male,Shoes,Footwear,Virginia,Fall,3.0,True,True,True,1,Fortnightly,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Senior,0-10
1053,1054,59,Male,Blouse,Clothing,Kansas,Spring,3.3,False,True,True,10,Bi-Weekly,2024-01-01,3,70,128.0,No Holiday,2024,1,1,Senior,11-20
1054,1055,18,Male,Shorts,Clothing,Arkansas,Winter,4.9,False,True,True,48,Quarterly,2024-01-01,3,96,128.0,No Holiday,2024,1,1,Child,41-50
1055,1056,70,Male,Jacket,Outerwear,Massachusetts,Spring,3.3,False,True,True,24,Annually,2024-01-01,3,27,128.0,No Holiday,2024,1,1,Elderly,21-30
1056,1057,20,Male,Sweater,Clothing,Idaho,Winter,2.9,False,True,True,42,Fortnightly,2024-01-01,3,64,128.0,No Holiday,2024,1,1,Young Adult,41-50
1057,1058,65,Male,Jacket,Outerwear,Wisconsin,Spring,4.4,False,True,True,20,Weekly,2024-01-01,3,23,128.0,No Holiday,2024,1,1,Senior,21-30
1058,1059,29,Male,Scarf,Accessories,New Mexico,Summer,3.1,False,True,True,49,Every 3 Months,2024-01-01,3,33,128.0,No Holiday,2024,1,1,Young Adult,41-50
1059,1060,22,Male,Jacket,Outerwear,North Carolina,Winter,2.5,False,True,True,25,Monthly,2024-01-01,3,34,128.0,No Holiday,2024,1,1,Young Adult,21-30
1060,1061,27,Male,Sweater,Clothing,Iowa,Summer,2.6,False,True,True,21,Every 3 Months,2024-01-01,3,35,128.0,No Holiday,2024,1,1,Young Adult,21-30
1061,1062,36,Male,Coat,Outerwear,Idaho,Summer,4.4,False,True,True,12,Every 3 Months,2024-01-01,3,62,128.0,No Holiday,2024,1,1,Adult,11-20
1062,1063,59,Male,Boots,Footwear,Ohio,Fall,2.6,False,True,True,21,Every 3 Months,2024-01-01,3,75,128.0,No Holiday,2024,1,1,Senior,21-30
1063,1064,62,Male,Hoodie,Clothing,Alabama,Summer,3.3,False,True,True,35,Monthly,2024-01-01,3,29,128.0,No Holiday,2024,1,1,Senior,31-40
1064,1065,34,Male,Hat,Accessories,Wyoming,Spring,3.5,False,True,True,42,Every 3 Months,2024-01-01,3,28,128.0,No Holiday,2024,1,1,Young Adult,41-50
1065,1066,59,Male,T-shirt,Clothing,Alabama,Spring,4.1,False,True,True,3,Every 3 Months,2024-01-01,3,20,128.0,No Holiday,2024,1,1,Senior,0-10
1066,1067,49,Male,Coat,Outerwear,Mississippi,Winter,4.0,False,True,True,11,Bi-Weekly,2024-01-01,3,96,128.0,No Holiday,2024,1,1,Adult,11-20
1067,1068,18,Male,Dress,Clothing,Pennsylvania,Summer,2.7,False,True,True,22,Quarterly,2024-01-01,3,43,128.0,No Holiday,2024,1,1,Child,21-30
1068,1069,55,Male,Shirt,Clothing,Wyoming,Fall,2.5,False,True,True,47,Weekly,2024-01-01,3,94,128.0,No Holiday,2024,1,1,Senior,41-50
1069,1070,38,Male,Skirt,Clothing,Maryland,Fall,4.3,False,True,True,33,Every 3 Months,2024-01-01,3,81,128.0,No Holiday,2024,1,1,Adult,31-40
1070,1071,50,Male,Jewelry,Accessories,North Carolina,Summer,3.3,False,True,True,50,Weekly,2024-01-01,3,75,128.0,No Holiday,2024,1,1,Adult,50+
1071,1072,61,Male,Hat,Accessories,Pennsylvania,Summer,2.6,False,True,True,46,Monthly,2024-01-01,3,81,128.0,No Holiday,2024,1,1,Senior,41-50
1072,1073,48,Male,Shorts,Clothing,Idaho,Fall,3.5,False,True,True,34,Fortnightly,2024-01-01,3,92,128.0,No Holiday,2024,1,1,Adult,31-40
1073,1074,22,Male,Scarf,Accessories,California,Spring,4.0,False,True,True,33,Monthly,2024-01-01,3,96,128.0,No Holiday,2024,1,1,Young Adult,31-40
1074,1075,48,Male,Jewelry,Accessories,Tennessee,Fall,2.6,False,True,True,45,Fortnightly,2024-01-01,3,71,128.0,No Holiday,2024,1,1,Adult,41-50
1075,1076,57,Male,Sunglasses,Accessories,Missouri,Summer,4.9,False,True,True,32,Bi-Weekly,2024-01-01,3,50,128.0,No Holiday,2024,1,1,Senior,31-40
1076,1077,33,Male,Coat,Outerwear,North Dakota,Spring,2.9,False,True,True,47,Bi-Weekly,2024-01-01,3,72,128.0,No Holiday,2024,1,1,Young Adult,41-50
1077,1078,58,Male,Jacket,Outerwear,West Virginia,Winter,3.7,False,True,True,5,Quarterly,2024-01-01,3,28,128.0,No Holiday,2024,1,1,Senior,0-10
1078,1079,37,Male,Sweater,Clothing,Arizona,Fall,4.4,False,True,True,49,Fortnightly,2024-01-01,3,59,128.0,No Holiday,2024,1,1,Adult,41-50
1079,1080,18,Male,Coat,Outerwear,Oklahoma,Summer,4.4,False,True,True,48,Monthly,2024-01-01,3,33,128.0,No Holiday,2024,1,1,Child,41-50
1080,1081,65,Male,Scarf,Accessories,Pennsylvania,Fall,3.8,False,True,True,22,Every 3 Months,2024-01-01,3,59,128.0,No Holiday,2024,1,1,Senior,21-30
1081,1082,62,Male,Belt,Accessories,Idaho,Spring,4.5,False,True,True,45,Annually,2024-01-01,3,30,128.0,No Holiday,2024,1,1,Senior,41-50
1082,1083,54,Male,Hat,Accessories,South Carolina,Winter,2.6,False,True,True,30,Quarterly,2024-01-01,3,85,128.0,No Holiday,2024,1,1,Senior,31-40
1083,1084,35,Male,Backpack,Accessories,Washington,Summer,3.3,False,True,True,43,Weekly,2024-01-01,3,97,128.0,No Holiday,2024,1,1,Young Adult,41-50
1084,1085,34,Male,T-shirt,Clothing,Arkansas,Fall,4.1,False,True,True,48,Quarterly,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Young Adult,41-50
1085,1086,25,Male,Jewelry,Accessories,Utah,Winter,3.0,False,True,True,23,Fortnightly,2024-01-01,3,85,128.0,No Holiday,2024,1,1,Young Adult,21-30
1086,1087,53,Male,Sunglasses,Accessories,Alaska,Winter,3.0,False,True,True,27,Bi-Weekly,2024-01-01,3,62,128.0,No Holiday,2024,1,1,Senior,21-30
1087,1088,45,Male,Jeans,Clothing,West Virginia,Winter,3.4,False,True,True,7,Monthly,2024-01-01,3,71,128.0,No Holiday,2024,1,1,Adult,0-10
1088,1089,49,Male,Pants,Clothing,Louisiana,Winter,2.7,False,True,True,2,Weekly,2024-01-01,3,21,128.0,No Holiday,2024,1,1,Adult,0-10
1089,1090,40,Male,Backpack,Accessories,Arizona,Spring,3.8,False,True,True,33,Bi-Weekly,2024-01-01,3,61,128.0,No Holiday,2024,1,1,Adult,31-40
1090,1091,38,Male,Scarf,Accessories,Connecticut,Spring,4.2,False,True,True,27,Fortnightly,2024-01-01,3,58,128.0,No Holiday,2024,1,1,Adult,21-30
1091,1092,44,Male,Sweater,Clothing,North Carolina,Spring,4.7,False,True,True,6,Fortnightly,2024-01-01,3,80,128.0,No Holiday,2024,1,1,Adult,0-10
1092,1093,68,Male,Jewelry,Accessories,South Dakota,Spring,4.1,False,True,True,20,Quarterly,2024-01-01,3,50,128.0,No Holiday,2024,1,1,Elderly,21-30
1093,1094,60,Male,Sneakers,Footwear,Delaware,Winter,4.2,False,True,True,46,Every 3 Months,2024-01-01,3,48,128.0,No Holiday,2024,1,1,Senior,41-50
1094,1095,25,Male,Jewelry,Accessories,Connecticut,Winter,4.8,False,True,True,25,Quarterly,2024-01-01,3,40,128.0,No Holiday,2024,1,1,Young Adult,21-30
1095,1096,19,Male,Coat,Outerwear,Tennessee,Summer,3.0,False,True,True,30,Quarterly,2024-01-01,3,34,128.0,No Holiday,2024,1,1,Young Adult,31-40
1096,1097,57,Male,Coat,Outerwear,New Hampshire,Fall,2.6,False,True,True,48,Annually,2024-01-01,3,46,128.0,No Holiday,2024,1,1,Senior,41-50
1097,1098,58,Male,Sunglasses,Accessories,Vermont,Summer,3.2,False,True,True,47,Weekly,2024-01-01,3,27,128.0,No Holiday,2024,1,1,Senior,41-50
1098,1099,49,Male,Handbag,Accessories,Idaho,Spring,3.6,False,True,True,27,Weekly,2024-01-01,3,98,128.0,No Holiday,2024,1,1,Adult,21-30
1099,1100,19,Male,Sweater,Clothing,North Carolina,Fall,2.6,False,True,True,45,Fortnightly,2024-01-01,3,73,128.0,No Holiday,2024,1,1,Young Adult,41-50
1100,1101,50,Male,Pants,Clothing,Nevada,Spring,4.4,False,True,True,2,Weekly,2024-01-01,3,28,128.0,No Holiday,2024,1,1,Adult,0-10
1101,1102,30,Male,Gloves,Accessories,Delaware,Fall,3.0,False,True,True,39,Fortnightly,2024-01-01,3,76,128.0,No Holiday,2024,1,1,Young Adult,31-40
1102,1103,52,Male,Sweater,Clothing,Texas,Fall,2.9,False,True,True,24,Fortnightly,2024-01-01,3,83,128.0,No Holiday,2024,1,1,Senior,21-30
1103,1104,35,Male,Hoodie,Clothing,Tennessee,Spring,4.3,False,True,True,8,Bi-Weekly,2024-01-01,3,23,128.0,No Holiday,2024,1,1,Young Adult,0-10
1104,1105,35,Male,Hat,Accessories,Delaware,Fall,3.1,False,True,True,8,Quarterly,2024-01-01,3,28,128.0,No Holiday,2024,1,1,Young Adult,0-10
1105,1106,33,Male,T-shirt,Clothing,Massachusetts,Spring,3.0,False,True,True,6,Every 3 Months,2024-01-01,3,83,128.0,No Holiday,2024,1,1,Young Adult,0-10
1106,1107,52,Male,Skirt,Clothing,Minnesota,Winter,3.6,False,True,True,12,Fortnightly,2024-01-01,3,96,128.0,No Holiday,2024,1,1,Senior,11-20
1107,1108,69,Male,Sneakers,Footwear,Texas,Fall,2.8,False,True,True,26,Weekly,2024-01-01,3,62,128.0,No Holiday,2024,1,1,Elderly,21-30
1108,1109,27,Male,Shorts,Clothing,Nebraska,Fall,2.8,False,True,True,50,Fortnightly,2024-01-01,3,25,128.0,No Holiday,2024,1,1,Young Adult,50+
1109,1110,66,Male,Hoodie,Clothing,Oklahoma,Winter,4.9,False,True,True,2,Weekly,2024-01-01,3,97,128.0,No Holiday,2024,1,1,Elderly,0-10
1110,1111,28,Male,Hoodie,Clothing,Texas,Fall,3.0,False,True,True,31,Bi-Weekly,2024-01-01,3,61,128.0,No Holiday,2024,1,1,Young Adult,31-40
1111,1112,22,Male,Shoes,Footwear,New York,Summer,4.1,False,True,True,4,Bi-Weekly,2024-01-01,3,66,128.0,No Holiday,2024,1,1,Young Adult,0-10
1112,1113,69,Male,Hoodie,Clothing,Washington,Spring,4.6,False,True,True,32,Quarterly,2024-01-01,3,67,128.0,No Holiday,2024,1,1,Elderly,31-40
1113,1114,28,Male,Sunglasses,Accessories,Maryland,Summer,4.8,False,True,True,11,Bi-Weekly,2024-01-01,3,80,128.0,No Holiday,2024,1,1,Young Adult,11-20
1114,1115,55,Male,Skirt,Clothing,New Hampshire,Fall,2.6,False,True,True,47,Every 3 Months,2024-01-01,3,25,128.0,No Holiday,2024,1,1,Senior,41-50
1115,1116,30,Male,Hat,Accessories,New York,Fall,4.0,False,True,True,37,Weekly,2024-01-01,3,58,128.0,No Holiday,2024,1,1,Young Adult,31-40
1116,1117,67,Male,Backpack,Accessories,Hawaii,Winter,4.2,False,True,True,39,Fortnightly,2024-01-01,3,96,128.0,No Holiday,2024,1,1,Elderly,31-40
1117,1118,25,Male,Sunglasses,Accessories,California,Spring,4.5,False,True,True,24,Monthly,2024-01-01,3,77,128.0,No Holiday,2024,1,1,Young Adult,21-30
1118,1119,49,Male,Belt,Accessories,Indiana,Summer,4.9,False,True,True,11,Every 3 Months,2024-01-01,3,65,128.0,No Holiday,2024,1,1,Adult,11-20
1119,1120,34,Male,Jewelry,Accessories,Louisiana,Spring,3.1,False,True,True,36,Weekly,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Young Adult,31-40
1120,1121,22,Male,Sneakers,Footwear,Pennsylvania,Winter,4.0,False,True,True,40,Monthly,2024-01-01,3,84,128.0,No Holiday,2024,1,1,Young Adult,41-50
1121,1122,63,Male,T-shirt,Clothing,Florida,Fall,3.2,False,True,True,25,Quarterly,2024-01-01,3,58,128.0,No Holiday,2024,1,1,Senior,21-30
1122,1123,70,Male,Handbag,Accessories,North Carolina,Spring,4.3,False,True,True,12,Annually,2024-01-01,3,62,128.0,No Holiday,2024,1,1,Elderly,11-20
1123,1124,36,Male,Hat,Accessories,Massachusetts,Fall,2.5,False,True,True,38,Monthly,2024-01-01,3,67,128.0,No Holiday,2024,1,1,Adult,31-40
1124,1125,42,Male,Sweater,Clothing,Iowa,Spring,4.9,False,True,True,40,Quarterly,2024-01-01,3,20,128.0,No Holiday,2024,1,1,Adult,41-50
1125,1126,27,Male,Sandals,Footwear,North Dakota,Summer,2.7,False,True,True,10,Weekly,2024-01-01,3,90,128.0,No Holiday,2024,1,1,Young Adult,11-20
1126,1127,23,Male,Scarf,Accessories,Iowa,Winter,3.4,False,True,True,47,Fortnightly,2024-01-01,3,58,128.0,No Holiday,2024,1,1,Young Adult,41-50
1127,1128,50,Male,Shirt,Clothing,Delaware,Spring,4.8,False,True,True,22,Monthly,2024-01-01,3,53,128.0,No Holiday,2024,1,1,Adult,21-30
1128,1129,56,Male,Gloves,Accessories,New York,Winter,4.7,False,True,True,35,Monthly,2024-01-01,3,30,128.0,No Holiday,2024,1,1,Senior,31-40
1129,1130,37,Male,Hoodie,Clothing,New Hampshire,Winter,4.7,False,True,True,46,Fortnightly,2024-01-01,3,65,128.0,No Holiday,2024,1,1,Adult,41-50
1130,1131,67,Male,Jewelry,Accessories,Kentucky,Summer,3.9,False,True,True,30,Bi-Weekly,2024-01-01,3,41,128.0,No Holiday,2024,1,1,Elderly,31-40
1131,1132,67,Male,Shirt,Clothing,Illinois,Spring,3.7,False,True,True,20,Monthly,2024-01-01,3,73,128.0,No Holiday,2024,1,1,Elderly,21-30
1132,1133,50,Male,Hoodie,Clothing,North Carolina,Spring,4.3,False,True,True,25,Fortnightly,2024-01-01,3,98,128.0,No Holiday,2024,1,1,Adult,21-30
1133,1134,36,Male,Shoes,Footwear,Connecticut,Winter,4.1,False,True,True,29,Weekly,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Adult,21-30
1134,1135,62,Male,T-shirt,Clothing,Wisconsin,Summer,4.6,False,True,True,2,Every 3 Months,2024-01-01,3,81,128.0,No Holiday,2024,1,1,Senior,0-10
1135,1136,65,Male,Skirt,Clothing,Massachusetts,Winter,3.6,False,True,True,32,Quarterly,2024-01-01,3,90,128.0,No Holiday,2024,1,1,Senior,31-40
1136,1137,23,Male,Handbag,Accessories,Illinois,Summer,4.8,False,True,True,37,Monthly,2024-01-01,3,83,128.0,No Holiday,2024,1,1,Young Adult,31-40
1137,1138,46,Male,Shirt,Clothing,New Mexico,Winter,2.8,False,True,True,16,Every 3 Months,2024-01-01,3,91,128.0,No Holiday,2024,1,1,Adult,11-20
1138,1139,18,Male,Pants,Clothing,Iowa,Summer,4.7,False,True,True,32,Fortnightly,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Child,31-40
1139,1140,58,Male,Coat,Outerwear,Alabama,Spring,3.9,False,True,True,42,Bi-Weekly,2024-01-01,3,53,128.0,No Holiday,2024,1,1,Senior,41-50
1140,1141,31,Male,Jeans,Clothing,Maryland,Winter,2.6,False,True,True,6,Every 3 Months,2024-01-01,3,39,128.0,No Holiday,2024,1,1,Young Adult,0-10
1141,1142,39,Male,Gloves,Accessories,Ohio,Winter,4.7,False,True,True,23,Fortnightly,2024-01-01,3,33,128.0,No Holiday,2024,1,1,Adult,21-30
1142,1143,69,Male,T-shirt,Clothing,Ohio,Spring,3.5,False,True,True,27,Bi-Weekly,2024-01-01,3,76,128.0,No Holiday,2024,1,1,Elderly,21-30
1143,1144,68,Male,Boots,Footwear,Nevada,Winter,4.4,False,True,True,43,Quarterly,2024-01-01,3,23,128.0,No Holiday,2024,1,1,Elderly,41-50
1144,1145,41,Male,Jeans,Clothing,South Carolina,Fall,4.4,False,True,True,25,Fortnightly,2024-01-01,3,54,128.0,No Holiday,2024,1,1,Adult,21-30
1145,1146,31,Male,Sneakers,Footwear,Nevada,Summer,3.0,False,True,True,30,Every 3 Months,2024-01-01,3,89,128.0,No Holiday,2024,1,1,Young Adult,31-40
1146,1147,48,Male,Sneakers,Footwear,Wisconsin,Summer,4.2,False,True,True,7,Every 3 Months,2024-01-01,3,38,128.0,No Holiday,2024,1,1,Adult,0-10
1147,1148,59,Male,Hat,Accessories,Tennessee,Winter,4.3,False,True,True,17,Annually,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Senior,11-20
1148,1149,34,Male,Pants,Clothing,Florida,Spring,2.6,False,True,True,10,Fortnightly,2024-01-01,3,66,128.0,No Holiday,2024,1,1,Young Adult,11-20
1149,1150,21,Male,Jewelry,Accessories,Georgia,Spring,3.3,False,True,True,40,Annually,2024-01-01,3,42,128.0,No Holiday,2024,1,1,Young Adult,41-50
1150,1151,29,Male,Jewelry,Accessories,Kentucky,Winter,2.7,False,True,True,50,Bi-Weekly,2024-01-01,3,36,128.0,No Holiday,2024,1,1,Young Adult,50+
1151,1152,41,Male,Blouse,Clothing,Ohio,Spring,4.2,False,True,True,24,Weekly,2024-01-01,3,86,128.0,No Holiday,2024,1,1,Adult,21-30
1152,1153,62,Male,Handbag,Accessories,Connecticut,Fall,4.0,False,True,True,8,Every 3 Months,2024-01-01,3,49,128.0,No Holiday,2024,1,1,Senior,0-10
1153,1154,27,Male,Shirt,Clothing,Idaho,Summer,4.0,False,True,True,6,Quarterly,2024-01-01,3,41,128.0,No Holiday,2024,1,1,Young Adult,0-10
1154,1155,49,Male,Dress,Clothing,Georgia,Spring,2.9,False,True,True,44,Bi-Weekly,2024-01-01,3,82,128.0,No Holiday,2024,1,1,Adult,41-50
1155,1156,67,Male,T-shirt,Clothing,Tennessee,Fall,2.6,False,True,True,47,Quarterly,2024-01-01,3,53,128.0,No Holiday,2024,1,1,Elderly,41-50
1156,1157,20,Male,Shoes,Footwear,Hawaii,Summer,4.8,False,True,True,6,Every 3 Months,2024-01-01,3,21,128.0,No Holiday,2024,1,1,Young Adult,0-10
1157,1158,37,Male,Belt,Accessories,Maryland,Fall,4.4,False,True,True,11,Quarterly,2024-01-01,3,66,128.0,No Holiday,2024,1,1,Adult,11-20
1158,1159,69,Male,Belt,Accessories,Nevada,Summer,4.0,False,True,True,41,Annually,2024-01-01,3,89,128.0,No Holiday,2024,1,1,Elderly,41-50
1159,1160,66,Male,Handbag,Accessories,New Hampshire,Fall,3.6,False,True,True,46,Every 3 Months,2024-01-01,3,55,128.0,No Holiday,2024,1,1,Elderly,41-50
1160,1161,37,Male,Scarf,Accessories,North Dakota,Summer,3.2,False,True,True,9,Bi-Weekly,2024-01-01,3,42,128.0,No Holiday,2024,1,1,Adult,0-10
1161,1162,63,Male,Shorts,Clothing,Oklahoma,Fall,3.1,False,True,True,37,Monthly,2024-01-01,3,52,128.0,No Holiday,2024,1,1,Senior,31-40
1162,1163,47,Male,Sandals,Footwear,North Carolina,Winter,4.2,False,True,True,13,Weekly,2024-01-01,3,92,128.0,No Holiday,2024,1,1,Adult,11-20
1163,1164,26,Male,Pants,Clothing,Tennessee,Summer,3.0,False,True,True,24,Monthly,2024-01-01,3,56,128.0,No Holiday,2024,1,1,Young Adult,21-30
1164,1165,68,Male,Dress,Clothing,Montana,Winter,4.2,False,True,True,47,Quarterly,2024-01-01,3,96,128.0,No Holiday,2024,1,1,Elderly,41-50
1165,1166,51,Male,T-shirt,Clothing,Wisconsin,Winter,2.9,False,True,True,21,Every 3 Months,2024-01-01,3,64,128.0,No Holiday,2024,1,1,Senior,21-30
1166,1167,48,Male,Dress,Clothing,Connecticut,Winter,3.7,False,True,True,22,Fortnightly,2024-01-01,3,48,128.0,No Holiday,2024,1,1,Adult,21-30
1167,1168,60,Male,Socks,Clothing,New Jersey,Summer,3.6,False,True,True,16,Quarterly,2024-01-01,3,83,128.0,No Holiday,2024,1,1,Senior,11-20
1168,1169,68,Male,Scarf,Accessories,Mississippi,Summer,3.6,False,True,True,37,Fortnightly,2024-01-01,3,91,128.0,No Holiday,2024,1,1,Elderly,31-40
1169,1170,25,Male,Backpack,Accessories,Wyoming,Fall,4.5,False,True,True,3,Annually,2024-01-01,3,94,128.0,No Holiday,2024,1,1,Young Adult,0-10
1170,1171,57,Male,Skirt,Clothing,Illinois,Spring,3.2,False,True,True,33,Bi-Weekly,2024-01-01,3,62,128.0,No Holiday,2024,1,1,Senior,31-40
1171,1172,41,Male,Socks,Clothing,Louisiana,Spring,3.9,False,True,True,15,Annually,2024-01-01,3,55,128.0,No Holiday,2024,1,1,Adult,11-20
1172,1173,59,Male,Coat,Outerwear,Oregon,Spring,4.6,False,True,True,42,Bi-Weekly,2024-01-01,3,68,128.0,No Holiday,2024,1,1,Senior,41-50
1173,1174,44,Male,Jewelry,Accessories,South Dakota,Winter,2.5,False,True,True,42,Bi-Weekly,2024-01-01,3,76,128.0,No Holiday,2024,1,1,Adult,41-50
1174,1175,42,Male,Backpack,Accessories,Michigan,Winter,4.3,False,True,True,19,Bi-Weekly,2024-01-01,3,31,128.0,No Holiday,2024,1,1,Adult,11-20
1175,1176,35,Male,Belt,Accessories,New Jersey,Spring,4.1,False,True,True,26,Quarterly,2024-01-01,3,81,128.0,No Holiday,2024,1,1,Young Adult,21-30
1176,1177,36,Male,Dress,Clothing,Oregon,Winter,4.6,False,True,True,39,Quarterly,2024-01-01,3,83,128.0,No Holiday,2024,1,1,Adult,31-40
1177,1178,54,Male,Skirt,Clothing,Iowa,Spring,4.8,False,True,True,24,Monthly,2024-01-01,3,21,128.0,No Holiday,2024,1,1,Senior,21-30
1178,1179,37,Male,Dress,Clothing,South Carolina,Spring,4.9,False,True,True,23,Annually,2024-01-01,3,22,128.0,No Holiday,2024,1,1,Adult,21-30
1179,1180,20,Male,T-shirt,Clothing,Indiana,Summer,2.8,False,True,True,44,Annually,2024-01-01,3,33,128.0,No Holiday,2024,1,1,Young Adult,41-50
1180,1181,23,Male,Skirt,Clothing,Oregon,Spring,4.9,False,True,True,34,Monthly,2024-01-01,3,23,128.0,No Holiday,2024,1,1,Young Adult,31-40
1181,1182,61,Male,Shorts,Clothing,New York,Summer,3.5,False,True,True,43,Quarterly,2024-01-01,3,96,128.0,No Holiday,2024,1,1,Senior,41-50
1182,1183,37,Male,Jewelry,Accessories,New Mexico,Spring,3.8,False,True,True,45,Quarterly,2024-01-01,3,21,128.0,No Holiday,2024,1,1,Adult,41-50
1183,1184,23,Male,Pants,Clothing,Louisiana,Spring,4.5,False,True,True,4,Weekly,2024-01-01,3,39,128.0,No Holiday,2024,1,1,Young Adult,0-10
1184,1185,63,Male,Belt,Accessories,South Carolina,Fall,3.4,False,True,True,19,Annually,2024-01-01,3,73,128.0,No Holiday,2024,1,1,Senior,11-20
1185,1186,47,Male,Jeans,Clothing,Maine,Spring,3.9,False,True,True,29,Monthly,2024-01-01,3,64,128.0,No Holiday,2024,1,1,Adult,21-30
1186,1187,63,Male,Jeans,Clothing,Indiana,Summer,4.1,False,True,True,27,Annually,2024-01-01,3,68,128.0,No Holiday,2024,1,1,Senior,21-30
1187,1188,56,Male,Hat,Accessories,Iowa,Fall,3.0,False,True,True,37,Every 3 Months,2024-01-01,3,89,128.0,No Holiday,2024,1,1,Senior,31-40
1188,1189,68,Male,Blouse,Clothing,Mississippi,Summer,3.3,False,True,True,11,Weekly,2024-01-01,3,29,128.0,No Holiday,2024,1,1,Elderly,11-20
1189,1190,64,Male,Shirt,Clothing,Arkansas,Summer,4.9,False,True,True,28,Annually,2024-01-01,3,97,128.0,No Holiday,2024,1,1,Senior,21-30
1190,1191,62,Male,Shirt,Clothing,South Carolina,Winter,4.3,False,True,True,31,Weekly,2024-01-01,3,45,128.0,No Holiday,2024,1,1,Senior,31-40
1191,1192,34,Male,T-shirt,Clothing,Indiana,Winter,4.1,False,True,True,50,Quarterly,2024-01-01,3,70,128.0,No Holiday,2024,1,1,Young Adult,50+
1192,1193,49,Male,Coat,Outerwear,Florida,Summer,4.0,False,True,True,42,Quarterly,2024-01-01,3,56,128.0,No Holiday,2024,1,1,Adult,41-50
1193,1194,40,Male,Jacket,Outerwear,Alaska,Fall,5.0,False,True,True,18,Fortnightly,2024-01-01,3,55,128.0,No Holiday,2024,1,1,Adult,11-20
1194,1195,50,Male,Hoodie,Clothing,New York,Winter,3.1,False,True,True,6,Fortnightly,2024-01-01,3,46,128.0,No Holiday,2024,1,1,Adult,0-10
1195,1196,25,Male,Scarf,Accessories,Texas,Winter,4.0,False,True,True,33,Monthly,2024-01-01,3,95,128.0,No Holiday,2024,1,1,Young Adult,31-40
1196,1197,30,Male,Belt,Accessories,North Dakota,Winter,3.2,False,True,True,13,Bi-Weekly,2024-01-01,3,88,128.0,No Holiday,2024,1,1,Young Adult,11-20
1197,1198,54,Male,Sneakers,Footwear,Vermont,Fall,3.9,False,True,True,26,Annually,2024-01-01,3,92,128.0,No Holiday,2024,1,1,Senior,21-30
1198,1199,40,Male,Socks,Clothing,New Jersey,Summer,3.9,False,True,True,17,Annually,2024-01-01,3,49,128.0,No Holiday,2024,1,1,Adult,11-20
1199,1200,49,Male,Sandals,Footwear,Maryland,Fall,4.5,False,True,True,3,Weekly,2024-01-01,3,89,128.0,No Holiday,2024,1,1,Adult,0-10
1200,1201,27,Male,Coat,Outerwear,Connecticut,Winter,4.4,False,True,True,7,Weekly,2024-01-01,3,22,128.0,No Holiday,2024,1,1,Young Adult,0-10
1201,1202,27,Male,Shoes,Footwear,Illinois,Summer,3.1,False,True,True,46,Fortnightly,2024-01-01,3,61,128.0,No Holiday,2024,1,1,Young Adult,41-50
1202,1203,48,Male,Scarf,Accessories,Maryland,Spring,2.9,False,True,True,14,Every 3 Months,2024-01-01,3,29,128.0,No Holiday,2024,1,1,Adult,11-20
1203,1204,40,Male,Sneakers,Footwear,Minnesota,Winter,3.7,False,True,True,23,Annually,2024-01-01,3,82,128.0,No Holiday,2024,1,1,Adult,21-30
1204,1205,67,Male,Belt,Accessories,Florida,Spring,3.2,False,True,True,20,Every 3 Months,2024-01-01,3,94,128.0,No Holiday,2024,1,1,Elderly,21-30
1205,1206,52,Male,Handbag,Accessories,California,Spring,3.5,False,True,True,38,Fortnightly,2024-01-01,3,99,128.0,No Holiday,2024,1,1,Senior,31-40
1206,1207,22,Male,Handbag,Accessories,Mississippi,Fall,3.0,False,True,True,16,Every 3 Months,2024-01-01,3,59,128.0,No Holiday,2024,1,1,Young Adult,11-20
1207,1208,62,Male,Boots,Footwear,Washington,Summer,4.1,False,True,True,48,Every 3 Months,2024-01-01,3,90,128.0,No Holiday,2024,1,1,Senior,41-50
1208,1209,20,Male,Boots,Footwear,Wisconsin,Winter,2.9,False,True,True,8,Annually,2024-01-01,3,100,128.0,No Holiday,2024,1,1,Young Adult,0-10
1209,1210,41,Male,Pants,Clothing,Pennsylvania,Winter,3.8,False,True,True,16,Monthly,2024-01-01,3,62,128.0,No Holiday,2024,1,1,Adult,11-20
1210,1211,34,Male,Sunglasses,Accessories,Missouri,Fall,4.1,False,True,True,5,Quarterly,2024-01-01,3,78,128.0,No Holiday,2024,1,1,Young Adult,0-10
1211,1212,23,Male,Hoodie,Clothing,Oklahoma,Spring,4.6,False,True,True,14,Every 3 Months,2024-01-01,3,94,128.0,No Holiday,2024,1,1,Young Adult,11-20
